"","SAMPLE_ID","CLAY","SILT","SAND","SOC","CaCO3","N","P","K","CEC","GPS_PROJ","GPS_LAT","GPS_LONG","LC1","LC2","LU1","LU2","MINERAL","COUNTRY"
"1","1093",4,18,78,22.2,0,1.7,80.5,10.7,7.7,"WGS84",52.64524,9.33543,"B21","8","U111","8","mineral","GERMANY"
"2","1094",16,34,51,13,2,1.5,43.8,183.7,13.1,"WGS84",52.57206,9.12973,"B55","8","U111","8","mineral","GERMANY"
"3","1095",18,38,43,19.9,2,1.8,50.1,196.1,14.3,"WGS84",53.0017,8.91282,"B32","8","U111","8","mineral","GERMANY"
"4","1096",5,11,84,12.1,0,1.2,105,166.4,2.4,"WGS84",52.80699,9.33269,"B16","8","U111","8","mineral","GERMANY"
"5","1097",1,3,95,21.7,1,0.9,0,30.4,2.2,"WGS84",52.77242,9.6592,"C20","8","U120","8","mineral","GERMANY"
"6","1098",8,25,67,28.4,0,1.6,58.7,132.8,8.7,"WGS84",52.84398,9.56963,"B16","8","U111","8","mineral","GERMANY"
"7","1099",6,20,75,22.1,0,1.6,31.3,60.8,4.1,"WGS84",52.82541,9.48083,"B13","8","U111","8","mineral","GERMANY"
"8","1100",4,17,79,32.7,1,1.6,0,30.8,4,"WGS84",52.96874,9.33026,"C20","8","U120","8","mineral","GERMANY"
"9","1101",4,10,86,10.3,1,0.9,64.5,54.4,2.9,"WGS84",52.53668,9.21888,"B16","8","U111","8","mineral","GERMANY"
"10","1103",6,17,77,36.5,1,1.9,68.5,93.5,6.9,"WGS84",52.98748,9.47889,"B11","8","U111","8","mineral","GERMANY"
"11","1104",4,9,87,40.1,0,2.3,36.6,152.5,10.6,"WGS84",53.00591,9.56811,"E20","8","U111","8","mineral","GERMANY"
"12","1105",2,6,92,33.9,0,2.3,36.4,29,5.5,"WGS84",53.09589,9.65663,"E20","8","U111","8","mineral","GERMANY"
"13","1106",1,7,91,53.1,0,2.2,23.5,53.4,5.9,"WGS84",53.11417,9.71636,"C10","8","U400","8","mineral","GERMANY"
"14","1107",7,9,84,99.5,1,5.3,59.8,121.4,27.4,"WGS84",53.09318,9.11935,"B16","8","U111","8","mineral","GERMANY"
"15","1110",3,17,80,41,0,2.2,23.4,29.5,10.2,"WGS84",53.31117,9.5349,"B16","8","U111","8","mineral","GERMANY"
"16","1114",3,5,93,60.5,1,2.5,130,114.8,13.5,"WGS84",52.62154,8.65624,"B16","8","U111","8","mineral","GERMANY"
"17","1115",6,17,76,26.4,0,1.8,65.6,129.6,9.2,"WGS84",53.40078,9.47384,"B11","8","U111","8","mineral","GERMANY"
"18","1116",3,9,89,54.3,0,2.3,63.3,82.2,13.3,"WGS84",53.41665,9.11273,"B16","8","U111","8","mineral","GERMANY"
"19","1119",3,13,84,21.1,1,1.6,89.1,50.5,4.6,"WGS84",53.50691,9.20117,"B13","8","U111","8","mineral","GERMANY"
"20","1120",5,17,78,24.5,3,1.9,87,59.8,6.6,"WGS84",53.50864,9.47265,"B14","8","U111","8","mineral","GERMANY"
"21","1122",4,12,84,13.3,1,1.3,138.3,117.4,3.7,"WGS84",52.20204,11.799279,"B14","8","U111","8","mineral","GERMANY"
"22","1123",15,57,28,10.5,1,1.2,53.9,219.9,10.1,"WGS84",52.204971,11.594547,"B11","8","U111","8","mineral","GERMANY"
"23","1124",17,77,6,19,50,2,0,288.6,20.4,"WGS84",52.187391,11.564668,"B11","8","U111","8","mineral","GERMANY"
"24","1125",12,83,4,11.5,95,1.3,10.2,170.8,10.8,"WGS84",52.207548,11.389792,"B13","8","U111","8","mineral","GERMANY"
"25","1126",19,76,5,18.6,3,1.8,70,569.9,18.7,"WGS84",52.116997,11.445386,"B22","8","U111","8","mineral","GERMANY"
"26","1127",17,73,9,18.3,12,1.8,24.7,295.3,17.5,"WGS84",52.0129,11.12126,"B32","8","U111","8","mineral","GERMANY"
"27","1128",11,22,67,42.9,0,2.3,14,78,7.9,"WGS84",52.30104,11.04091,"C30","8","U120","8","mineral","GERMANY"
"28","1129",24,71,6,19.7,44,1.9,49.3,351.4,23.3,"WGS84",52.02888,11.29679,"B11","8","U111","8","mineral","GERMANY"
"29","1131",3,9,88,79.6,0,3.3,54,58.2,8.4,"WGS84",52.35098,11.42365,"C20","8","U120","8","mineral","GERMANY"
"30","1132",3,7,89,10.9,0,0.7,48.4,37.5,2.3,"WGS84",52.31466,11.45183,"E20","8","U400","8","mineral","GERMANY"
"31","1134",21,27,52,13.3,3,1.7,44.7,290.2,14,"WGS84",52.33614,11.12969,"B22","8","U111","8","mineral","GERMANY"
"32","1135",7,21,72,25.3,1,1.8,24.6,61.7,5.8,"WGS84",52.31755,11.1879,"C10","8","U120","8","mineral","GERMANY"
"33","1136",21,73,7,19.6,13,2,21.6,247.3,22,"WGS84",52.11934,11.24105,"B11","8","U111","8","mineral","GERMANY"
"34","1137",13,81,5,13.3,30,1.6,13.1,184.8,14.2,"WGS84",52.189231,11.418473,"B11","8","U111","8","mineral","GERMANY"
"35","1138",21,71,8,23,2,2,20.3,157,21.6,"WGS84",52.009871,11.383667,"B11","8","U111","8","mineral","GERMANY"
"36","1140",26,25,49,14.5,3,1.5,39.2,210.5,19.9,"WGS84",52.05959,11.706046,"B11","8","U111","8","mineral","GERMANY"
"37","1141",11,22,68,9.7,1,1,41.5,144.4,9.9,"WGS84",52.39346,10.661,"B32","8","U111","8","mineral","GERMANY"
"38","1142",NA,NA,NA,404.2,1,21.6,215.8,281.8,24.8,"WGS84",52.48345,10.66241,"C10","8","U120","8","organic","GERMANY"
"39","1143",2,10,87,25,1,1.5,60.1,44.2,0,"WGS84",52.46437,10.83863,"B14","8","U111","8","mineral","GERMANY"
"40","1144",5,39,55,31.3,2,1.5,0,38.7,5.7,"WGS84",52.37468,10.8076,"C30","8","U120","8","mineral","GERMANY"
"41","1145",3,11,85,15.3,0,1.3,61.2,100.8,5.8,"WGS84",52.53607,10.8695,"B21","8","U111","8","mineral","GERMANY"
"42","1146",4,22,73,78.7,0,4.4,38,102.4,6.1,"WGS84",52.60751,10.93002,"C10","8","U150","8","mineral","GERMANY"
"43","1147",5,24,71,15.6,0,1.2,62.7,119.2,3.9,"WGS84",52.64346,10.93076,"B13","8","U111","8","mineral","GERMANY"
"44","1148",6,54,40,17.6,1,1,0,50.7,4.9,"WGS84",52.6978,10.87263,"C30","8","U120","8","mineral","GERMANY"
"45","1149",1,7,92,32,1,1.1,0,33.7,8,"WGS84",52.62653,10.78269,"C20","8","U120","U150","mineral","GERMANY"
"46","1150",27,15,58,14.1,3,1.6,24.4,374.8,13,"WGS84",52.28399,10.92319,"B11","8","U111","8","mineral","GERMANY"
"47","1151",16,24,59,30.2,1,1.9,10.1,118,8.8,"WGS84",52.3031,10.77694,"C10","8","U120","8","mineral","GERMANY"
"48","1152",7,13,80,63.7,1,3.2,59.2,138.8,10.9,"WGS84",52.53798,10.54529,"B11","8","U111","8","mineral","GERMANY"
"49","1153",7,20,74,57.4,1,3.1,23.1,115,7.6,"WGS84",52.62831,10.42829,"E20","8","U111","8","mineral","GERMANY"
"50","1154",3,8,90,13.2,0,1.1,73.6,111.5,3.5,"WGS84",52.53875,10.33904,"B13","8","U111","8","mineral","GERMANY"
"51","1155",7,13,80,36,62,2.9,299.4,113.4,17.1,"WGS84",52.46708,10.25013,"E20","8","U312","U111","mineral","GERMANY"
"52","1156",59,34,7,46.8,1,3.8,48.8,364.5,33.5,"WGS84",52.44928,9.86765,"F00","8","U112","8","mineral","GERMANY"
"53","1157",2,8,90,16.8,0,1,32.4,26.8,2.9,"WGS84",52.5033,10.01476,"C20","8","U120","8","mineral","GERMANY"
"54","1158",7,15,79,10.2,1,1.1,25.7,44.5,8.8,"WGS84",52.55715,10.13269,"B16","8","U111","8","mineral","GERMANY"
"55","1159",2,1,97,4.6,0,0.2,18.5,21.6,2.5,"WGS84",52.59306,10.16227,"C20","8","U120","8","mineral","GERMANY"
"56","1160",8,20,72,14.4,1,0.8,24.5,46.7,6.7,"WGS84",52.62869,10.31008,"C30","8","U120","8","mineral","GERMANY"
"57","1161",2,10,88,34.4,0,1.2,11.3,35.7,5.6,"WGS84",52.66483,10.2217,"C20","8","U120","U150","mineral","GERMANY"
"58","1162",3,9,88,103.4,0,2.8,16.6,0,10.6,"WGS84",52.66499,10.07388,"C30","8","U120","8","mineral","GERMANY"
"59","1163",6,8,86,19.4,0,1.4,17.2,63.3,8.6,"WGS84",52.62906,10.04429,"C20","8","U120","8","mineral","GERMANY"
"60","1164",5,17,78,28.2,1,2.1,45.2,205.5,7.2,"WGS84",52.66405,10.48774,"B43","8","U111","8","mineral","GERMANY"
"61","1165",4,10,86,37.8,0,1.7,14.2,0,3.5,"WGS84",52.6638,10.54686,"C20","8","U120","8","mineral","GERMANY"
"62","1166",3,7,91,20.3,0,1.6,132.2,0,4.8,"WGS84",52.68297,9.89648,"B13","8","U111","8","mineral","GERMANY"
"63","1167",3,5,92,10.2,1,0.9,33.8,0,6.9,"WGS84",52.55713,9.86733,"E20","8","U111","8","mineral","GERMANY"
"64","1168",4,7,89,13.7,0,1.4,27.9,62.7,4.4,"WGS84",52.53907,9.80837,"B14","8","U111","8","mineral","GERMANY"
"65","1169",11,88,1,21.9,0,1.3,0,33.4,3.5,"WGS84",52.17658,10.86245,"C10","8","U120","8","mineral","GERMANY"
"66","1170",24,63,13,26.1,9,2.4,52.6,380.6,25.6,"WGS84",52.05159,10.74344,"B11","8","U111","8","mineral","GERMANY"
"67","1171",48,49,4,29.6,30,3,78.2,509.7,36.3,"WGS84",52.05242,10.59769,"E20","8","U111","8","mineral","GERMANY"
"68","1172",15,72,13,13.1,3,1.5,53,272.8,14.5,"WGS84",52.12369,10.71547,"B11","8","U111","8","mineral","GERMANY"
"69","1173",30,61,9,42.2,54,4.1,64.8,13.6,39,"WGS84",52.15995,10.65757,"B11","8","U111","8","mineral","GERMANY"
"70","1174",19,79,2,19.9,4,2.1,66,157.2,18.9,"WGS84",52.19715,10.36563,"B11","8","U111","8","mineral","GERMANY"
"71","1175",16,81,3,13.2,1,1.5,37.1,0,13.6,"WGS84",52.1617,10.13152,"B11","8","U111","8","mineral","GERMANY"
"72","1176",16,64,20,5.4,0,0.6,53.6,0,9.7,"WGS84",52.0539,10.0146,"C10","8","U120","8","mineral","GERMANY"
"73","1177",35,54,10,25,287,2.5,54.9,398.5,30.4,"WGS84",52.03591,9.898,"B32","8","U111","8","mineral","GERMANY"
"74","1178",9,88,3,13.3,8,1.4,49.8,183.1,13,"WGS84",52.17949,9.75136,"B11","8","U111","8","mineral","GERMANY"
"75","1179",17,74,9,18,13,1.8,109,359.9,18.3,"WGS84",52.21569,9.95611,"E20","8","U111","U350","mineral","GERMANY"
"76","1180",6,34,60,8,0,0.8,43.9,113.3,5.5,"WGS84",52.37727,10.22028,"B13","8","U111","8","mineral","GERMANY"
"77","1181",6,18,76,32.9,2,1.9,58.9,139,10.8,"WGS84",52.82555,10.54888,"E20","8","U150","8","mineral","GERMANY"
"78","1182",5,20,75,14.5,0,1.3,66.5,97.8,5.2,"WGS84",52.86141,10.54932,"B13","8","U111","8","mineral","GERMANY"
"79","1183",1,5,93,20.6,1,0.9,0,25.5,0,"WGS84",52.79008,10.42985,"C20","8","U120","U150","mineral","GERMANY"
"80","1184",3,17,79,8.8,1,0.8,44.6,100.1,4.1,"WGS84",52.88005,10.40104,"B14","8","U111","8","mineral","GERMANY"
"81","1188",4,18,77,18.9,2,1.2,0,31.2,0,"WGS84",52.9687,10.66975,"C10","8","U120","8","mineral","GERMANY"
"82","1189",1,3,96,28.2,0,0.9,0,26.8,3.2,"WGS84",52.7728,10.13335,"C20","8","U120","U150","mineral","GERMANY"
"83","1193",7,75,17,10.6,0,1.1,57.6,282.4,7.1,"WGS84",53.07715,10.55206,"B21","8","U111","8","mineral","GERMANY"
"84","1194",7,60,33,8,1,0.9,32.4,90.4,5.4,"WGS84",53.02324,10.55126,"B11","8","U111","8","mineral","GERMANY"
"85","1195",4,20,75,9.4,0,1.1,47.4,42.4,4.5,"WGS84",53.11232,10.70185,"B21","8","U111","8","mineral","GERMANY"
"86","1196",5,15,80,7.2,0,0.8,30.7,78.8,2.9,"WGS84",53.18499,10.55346,"E20","8","U111","8","mineral","GERMANY"
"87","1197",15,40,45,35.1,1,2.8,19.2,87.2,12.1,"WGS84",53.16769,10.37379,"C10","8","U120","8","mineral","GERMANY"
"88","1198",4,15,81,33.2,0,2.1,58.4,41.3,10.1,"WGS84",53.18592,10.2842,"B14","8","U111","8","mineral","GERMANY"
"89","1199",8,31,61,28.2,0,2.8,35.5,48.2,9.8,"WGS84",53.15028,10.07473,"E20","8","U111","8","mineral","GERMANY"
"90","1200",3,9,87,9.1,0,1,63.8,26.7,2.1,"WGS84",53.11418,10.16427,"B14","8","U111","8","mineral","GERMANY"
"91","1201",44,39,17,44.9,2,3.7,73.3,384.3,28.1,"WGS84",53.32799,10.70537,"B32","8","U111","8","mineral","GERMANY"
"92","1203",55,34,11,27,1,2.7,49.2,233.3,33.5,"WGS84",53.49166,10.1657,"B11","8","U111","8","mineral","GERMANY"
"93","1204",3,7,90,26.4,0,1.5,114,92.6,7.9,"WGS84",53.31156,10.34505,"B16","8","U111","8","mineral","GERMANY"
"94","1206",5,16,79,20.3,0,1.5,88.9,69.4,5.4,"WGS84",53.43767,9.77431,"B15","8","U111","8","mineral","GERMANY"
"95","1207",2,8,90,23.7,0,1.4,41.4,44.3,3.5,"WGS84",53.15015,9.80572,"B75","8","U113","8","mineral","GERMANY"
"96","1208",7,20,72,15.2,1,1.1,30.9,43.2,4.9,"WGS84",53.02433,9.80628,"B14","8","U111","8","mineral","GERMANY"
"97","1209",2,6,92,18.6,0,0.7,0,38.5,2.9,"WGS84",52.91667,10.01485,"C20","8","U120","8","mineral","GERMANY"
"98","1210",12,41,47,53.5,22,3.2,43.8,105.3,10.9,"WGS84",51.51403,9.61106,"C30","8","U120","8","mineral","GERMANY"
"99","1211",2,11,87,93.4,0,5.3,109.8,221.1,8.5,"WGS84",52.51957,9.36654,"E20","8","U111","8","mineral","GERMANY"
"100","1213",NA,NA,NA,423.9,0,15.7,226.3,206.2,38.8,"WGS84",53.65067,9.16831,"E20","8","U111","8","organic","GERMANY"
"101","1214",31,60,9,31.6,0,2.8,62.2,286.8,20.2,"WGS84",53.50933,9.68349,"B71","E10","U111","8","mineral","GERMANY"
"102","1215",6,26,68,15.7,3,1.4,66.1,136.6,5.3,"WGS84",53.4374,9.71394,"B21","8","U111","8","mineral","GERMANY"
"103","1216",44,50,6,53.8,0,5.3,89.7,326.1,18.9,"WGS84",53.63442,9.4709,"E20","8","U111","8","mineral","GERMANY"
"104","1219",39,52,9,39.8,0,3.3,46.1,312.4,16.5,"WGS84",53.79424,9.13514,"E20","8","U111","8","mineral","GERMANY"
"105","1220",20,49,31,18.4,0,2.1,34.9,176.1,14.6,"WGS84",53.71663,8.53086,"B11","8","U111","8","mineral","GERMANY"
"106","1222",2,2,96,3.9,1,0.4,18.9,33.4,3,"WGS84",52.82925,14.0823,"F00","8","U120","8","mineral","GERMANY"
"107","1223",33,31,37,188.8,5,16.2,14.1,54.3,92.4,"WGS84",53.2753,12.98382,"E20","8","U112","8","organic","GERMANY"
"108","1224",2,5,93,6,2,0.8,29.8,58.3,3.8,"WGS84",53.29733,12.8656,"B14","8","U111","8","mineral","GERMANY"
"109","1225",2,7,91,6.2,0,0.9,36,37.8,3.7,"WGS84",53.26738,12.56336,"C10","8","U120","8","mineral","GERMANY"
"110","1226",4,20,76,5.9,1,0.6,42.2,0,4.9,"WGS84",53.37718,12.44956,"B16","8","U111","8","mineral","GERMANY"
"111","1227",6,24,69,11.4,0,1.1,53.7,226.2,5.7,"WGS84",53.36103,12.35961,"B11","8","U111","8","mineral","GERMANY"
"112","1229",5,19,76,7.9,0,0.8,20.9,0,5.6,"WGS84",53.17226,11.83948,"B14","8","U111","8","mineral","GERMANY"
"113","1230",3,12,85,14.6,0,1.2,27.8,63.3,3.1,"WGS84",53.17443,11.68998,"B16","8","U111","8","mineral","GERMANY"
"114","1231",6,20,74,7.9,0,1,27.9,137.3,4.2,"WGS84",53.29803,11.84485,"B16","8","U111","8","mineral","GERMANY"
"115","1232",4,15,80,7.2,0,0.7,59.7,0,3.1,"WGS84",53.20157,13.69784,"B11","8","U111","8","mineral","GERMANY"
"116","1233",4,7,88,9.2,0,1,58.4,89.6,6.1,"WGS84",53.16103,13.84409,"E20","8","U111","8","mineral","GERMANY"
"117","1234",5,18,77,5.2,0,0.7,22.8,41.8,0,"WGS84",53.11629,14.1094,"B11","8","U111","8","mineral","GERMANY"
"118","1235",5,13,82,6.7,0,0.7,74.2,31.8,4.1,"WGS84",53.14805,14.23217,"C20","8","U120","U150","mineral","GERMANY"
"119","1236",16,29,55,16.2,0,1.5,42.9,378.7,12.8,"WGS84",53.26285,14.03331,"B11","8","U111","U210","mineral","GERMANY"
"120","1237",6,23,70,8.9,44,1,44.3,651.5,7.5,"WGS84",53.29362,14.18645,"B11","8","U111","8","mineral","GERMANY"
"121","1238",11,18,71,11.6,0,1.2,0,72,8.4,"WGS84",53.21195,13.93861,"C10","8","U111","8","mineral","GERMANY"
"122","1239",19,25,56,9.5,3,1.1,16.6,115.8,8.8,"WGS84",53.2608,13.52286,"B11","8","U111","U150","mineral","GERMANY"
"123","1240",24,72,4,18.3,20,1.9,37.6,674.5,19.8,"WGS84",50.98318,11.46765,"B32","8","U111","8","mineral","GERMANY"
"124","1241",30,50,20,24.1,102,2,45.2,544.7,13.3,"WGS84",51.16705,11.1867,"B16","8","U111","8","mineral","GERMANY"
"125","1242",28,40,32,21.1,7,1.9,28.5,587.7,23.3,"WGS84",51.16586,11.27257,"B32","8","U111","8","mineral","GERMANY"
"126","1243",14,23,63,18.1,1,2,10.9,80.4,12,"WGS84",53.77414,13.1707,"C10","8","U400","8","mineral","GERMANY"
"127","1244",9,30,60,8.5,0,1,36.4,115.2,5.9,"WGS84",53.73905,13.13775,"B16","8","U111","8","mineral","GERMANY"
"128","1245",5,17,78,12.1,2,1.2,69.9,121.6,6.7,"WGS84",53.83036,13.08369,"E20","8","U111","U150","mineral","GERMANY"
"129","1246",13,40,47,18.3,1,1.5,0,80.7,7.6,"WGS84",50.87888,11.23622,"E10","8","U120","8","mineral","GERMANY"
"130","1247",52,46,1,41.5,6,3,0,302.1,28.1,"WGS84",50.93368,11.15227,"C10","8","U120","8","mineral","GERMANY"
"131","1248",28,67,5,19.8,0,1.6,0,148.5,17.2,"WGS84",50.9118,11.49306,"C30","8","U120","8","mineral","GERMANY"
"132","1250",46,51,3,31.5,15,3.1,30.6,509.3,35.6,"WGS84",50.84068,11.43462,"B32","8","U111","8","mineral","GERMANY"
"133","1251",5,11,84,8,0,0.9,63.8,96.6,2,"WGS84",53.42989,13.26565,"B11","8","U111","8","mineral","GERMANY"
"134","1252",8,20,72,11.9,0,1.3,48.7,158.8,5.2,"WGS84",53.37277,13.38162,"B18","8","U111","8","mineral","GERMANY"
"135","1253",12,35,53,12.4,0,1.2,15.2,27.2,6.5,"WGS84",50.68015,11.3158,"E20","8","U111","8","mineral","GERMANY"
"136","1254",10,12,78,16.3,0,1.8,24.9,68.7,9.6,"WGS84",50.75238,11.28955,"E20","8","U111","8","mineral","GERMANY"
"137","1255",7,27,66,7.8,2,0.9,45,198,6.4,"WGS84",53.99663,13.58434,"B11","8","U111","8","mineral","GERMANY"
"138","1256",6,15,80,5.8,0,0.7,69.2,46.6,0,"WGS84",53.13516,13.51261,"B14","8","U111","8","mineral","GERMANY"
"139","1257",8,24,68,11.4,0,1.2,39.6,181.5,5.6,"WGS84",53.2904,13.73552,"B11","8","U111","8","mineral","GERMANY"
"140","1258",6,23,72,12,0,1.1,51.4,164.5,0,"WGS84",54.00013,13.46252,"B11","8","U111","U150","mineral","GERMANY"
"141","1259",17,28,55,18.3,18,1.8,41.7,71.4,18.3,"WGS84",54.08326,13.0412,"B32","8","U111","8","mineral","GERMANY"
"142","1262",18,53,29,21.4,2,2.3,49.7,159.9,14.1,"WGS84",53.68029,8.50184,"B16","8","U111","8","mineral","GERMANY"
"143","1263",NA,NA,NA,368.1,4,13.6,95.8,19.9,46,"WGS84",53.64707,8.74498,"E20","8","U111","8","organic","GERMANY"
"144","1264",36,56,7,49,0,4.1,41.7,366.5,20.2,"WGS84",53.73785,8.83325,"E20","8","U111","8","mineral","GERMANY"
"145","1265",4,7,89,104.9,0,6.9,78.6,70.7,12.2,"WGS84",53.68576,9.04658,"E20","8","U111","8","mineral","GERMANY"
"146","1266",NA,NA,NA,254.3,0,16.7,64.7,188.8,33.6,"WGS84",53.50235,8.65879,"E20","8","U111","8","organic","GERMANY"
"147","1267",5,16,78,30.1,1,2.5,88.8,95.7,6.6,"WGS84",53.46705,8.72015,"E20","8","U111","8","mineral","GERMANY"
"148","1268",7,23,70,27.5,0,1.8,76.8,159.6,5.1,"WGS84",53.39667,8.93155,"B13","8","U111","8","mineral","GERMANY"
"149","1269",11,11,78,104.9,1,6.5,29.2,58.8,22.2,"WGS84",53.10996,8.96965,"E20","8","U111","8","mineral","GERMANY"
"150","1270",NA,NA,NA,284,0,13.9,102.8,436.7,39.8,"WGS84",53.18158,8.93802,"E20","8","U111","8","organic","GERMANY"
"151","1271",13,26,62,49.7,0,3.6,55.9,134.7,9.5,"WGS84",53.30684,8.87492,"E20","8","U111","8","mineral","GERMANY"
"152","1272",4,15,80,106,0,4.8,44.2,106.1,10,"WGS84",53.39612,8.81244,"E20","8","U111","8","mineral","GERMANY"
"153","1273",54,38,8,180.3,1,14.4,31.7,140.5,58.1,"WGS84",53.19806,8.78781,"E20","8","U111","8","organic","GERMANY"
"154","1274",23,24,53,114,0,9,38.2,140.7,23.5,"WGS84",53.16188,8.75908,"E20","8","U111","8","organic","GERMANY"
"155","1275",36,36,29,32.7,3,3,57.7,140.8,25.6,"WGS84",53.03644,8.79252,"E20","8","U111","8","mineral","GERMANY"
"156","1276",7,11,82,23.5,0,1.5,124.7,329.2,5,"WGS84",53.28778,8.78557,"B16","8","U111","8","mineral","GERMANY"
"157","1277",NA,NA,NA,325,1,23.4,69.5,221.7,35.4,"WGS84",53.30401,8.60496,"E20","8","U111","8","organic","GERMANY"
"158","1278",NA,NA,NA,429.7,0,36.2,36.5,201.9,97.5,"WGS84",53.12327,8.52117,"E20","8","U111","8","organic","GERMANY"
"159","1279",6,18,76,28.9,0,1.7,117.2,116.5,4,"WGS84",52.99712,8.49567,"E20","8","U111","8","mineral","GERMANY"
"160","1280",14,41,45,75.2,0,5.9,26.4,176.4,19.9,"WGS84",52.83843,8.76832,"C10","8","U111","8","mineral","GERMANY"
"161","1282",34,62,4,46.7,4,4.4,39.6,119.3,21.6,"WGS84",53.17644,8.45952,"E20","8","U111","8","mineral","GERMANY"
"162","1283",51,44,5,62.8,2,5.5,74.9,312.1,21.2,"WGS84",53.2823,7.3158,"E20","8","U111","8","mineral","GERMANY"
"163","1285",13,22,65,49.3,0,4.2,53.2,309.4,20,"WGS84",53.23934,8.03724,"E20","8","U111","8","mineral","GERMANY"
"164","1286",3,14,82,30.7,0,2.7,171.1,87.8,3.9,"WGS84",53.3136,8.0044,"E20","8","U111","8","mineral","GERMANY"
"165","1287",26,52,22,11.2,0,1.4,30.9,247.6,14.6,"WGS84",53.5107,7.96502,"B16","8","U111","8","mineral","GERMANY"
"166","1288",41,46,12,50.7,0,4.5,58,241.3,24.1,"WGS84",53.57993,7.8107,"E20","8","U111","U210","mineral","GERMANY"
"167","1289",4,12,84,45.3,1,2.6,123.4,99.4,8,"WGS84",53.32453,7.6438,"B13","8","U111","8","mineral","GERMANY"
"168","1290",2,6,93,21.5,1,1.3,99.2,91.7,5.2,"WGS84",53.16732,7.86159,"B16","8","U111","8","mineral","GERMANY"
"169","1292",7,12,81,33.6,0,2.2,85.9,82.1,5.2,"WGS84",53.20495,7.92013,"B16","8","U111","8","mineral","GERMANY"
"170","1293",NA,NA,NA,442.1,0,22,83.5,305.7,94,"WGS84",53.29306,7.85531,"E30","8","U140","8","organic","GERMANY"
"171","1294",NA,NA,NA,304,0,16.7,37.5,224,60.6,"WGS84",53.45082,7.63658,"E20","8","U111","8","organic","GERMANY"
"172","1294",NA,NA,NA,304,0,16.7,37.5,224,60.6,"WGS84",53.45082,7.63658,"E20","8","U111","8","organic","GERMANY"
"173","1295",7,10,82,56,0,3,21.4,53.5,10.3,"WGS84",53.46937,7.66569,"E20","8","U111","8","mineral","GERMANY"
"174","1297",5,15,80,22.2,0,1.9,52,72.6,4.4,"WGS84",53.64838,7.62562,"C10","8","U400","8","mineral","GERMANY"
"175","1298",31,50,20,47.7,1,4.9,55,280.2,22.7,"WGS84",53.61641,7.83904,"E20","8","U111","8","mineral","GERMANY"
"176","1299",26,41,32,31.5,25,3,41.2,208.3,21.9,"WGS84",53.68127,7.47235,"E20","8","U111","8","mineral","GERMANY"
"177","1300",23,47,30,17.7,1,2,81.5,166.9,14.2,"WGS84",53.6428,7.35405,"B13","8","U111","8","mineral","GERMANY"
"178","1301",33,50,17,19.4,46,2.2,68.3,431.1,19.4,"WGS84",53.68931,7.89591,"E20","8","U111","8","mineral","GERMANY"
"179","1303",31,50,19,36.6,0,3.9,21,220.3,20.9,"WGS84",53.49986,8.44788,"E20","8","U111","8","mineral","GERMANY"
"180","1304",46,52,2,79,1,6.7,37.7,303.5,26.1,"WGS84",53.39127,8.3917,"E20","8","U111","8","organic","GERMANY"
"181","1305",27,62,11,26.3,0,2.9,16.1,128,13.8,"WGS84",53.37408,8.45242,"E20","8","U111","8","mineral","GERMANY"
"182","1306",51,44,5,49,1,5.2,90.5,567,31.4,"WGS84",53.31774,8.27435,"E20","8","U111","8","mineral","GERMANY"
"183","1307",NA,NA,NA,302.6,1,16,72.4,1884.9,28.3,"WGS84",53.30061,8.33508,"E20","8","U111","8","organic","GERMANY"
"184","1308",11,15,74,98.8,0,5.6,85.1,159.8,15.9,"WGS84",53.2463,8.3072,"E20","8","U111","8","mineral","GERMANY"
"185","1309",6,13,81,159.4,2,7,79.8,197.6,29.8,"WGS84",53.35799,7.49141,"E20","8","U111","8","organic","GERMANY"
"186","1310",5,19,76,48.8,0,2.9,90.9,196.5,11.2,"WGS84",53.59021,7.41731,"B18","8","U111","8","mineral","GERMANY"
"187","1311",5,15,80,19.3,0,1.4,32.7,24.9,2.9,"WGS84",53.46516,7.45536,"B16","8","U111","8","mineral","GERMANY"
"188","1312",5,13,82,31.8,0,1.9,119.8,145.6,7.9,"WGS84",53.42859,7.42709,"E20","8","U112","8","mineral","GERMANY"
"189","1313",4,16,80,30.6,0,2.2,123.8,310.7,6.8,"WGS84",53.53377,7.299992,"E20","8","U111","8","mineral","GERMANY"
"190","1314",27,59,14,16,31,1.6,27.8,209.2,18.1,"WGS84",53.5497,7.20772,"B13","8","U111","8","mineral","GERMANY"
"191","1315",43,51,6,49.4,1,4.8,42.5,393.6,25.7,"WGS84",53.46121,7.27446,"E20","8","U111","8","mineral","GERMANY"
"192","1316",4,6,91,40.9,0,2.2,134.3,91,5,"WGS84",53.15527,7.26386,"B16","8","U111","8","mineral","GERMANY"
"193","1317",2,3,95,18.1,1,1.2,107.9,48,4.9,"WGS84",53.13798,7.29487,"E20","8","U111","8","mineral","GERMANY"
"194","1318",NA,NA,NA,500.3,8,20.5,30.6,148.9,75.9,"WGS84",53.08799,7.47723,"E20","8","U111","8","organic","GERMANY"
"195","1319",23,24,52,155.7,0,7.9,22.2,112.5,31.5,"WGS84",53.16226,7.59255,"E20","8","U111","8","organic","GERMANY"
"196","1320",3,10,88,37.8,0,1.8,140.2,34,7.9,"WGS84",53.09494,7.83526,"E20","8","U111","U150","mineral","GERMANY"
